term_str,n,p,i,n_chars,porter_stem,stop,max_pos,max_pos_group
cowrie,4,3.979861898792112e-05,14.61692210431726,6,cowri,False,NN,n
cows,2,1.989930949396056e-05,15.61692210431726,4,cow,False,NNS,n
cozy,1,9.94965474698028e-06,16.616922104317258,4,cozi,False,JJ,j
crab,2,1.989930949396056e-05,15.61692210431726,4,crab,False,NN,n
crack,3,2.984896424094084e-05,15.031959603596103,5,crack,False,NN,n
cracked,1,9.94965474698028e-06,16.616922104317258,7,crack,False,VBN,v
crackling,1,9.94965474698028e-06,16.616922104317258,9,crackl,False,VBG,v
cramped,2,1.989930949396056e-05,15.61692210431726,7,cramp,False,JJ,j
cramps,1,9.94965474698028e-06,16.616922104317258,6,cramp,False,NNS,n
crap,1,9.94965474698028e-06,16.616922104317258,4,crap,False,NN,n
crash,7,6.964758322886195e-05,13.809567182259656,5,crash,False,NN,n
crashed,3,2.984896424094084e-05,15.031959603596103,7,crash,False,VBD,v
crashlanded,1,9.94965474698028e-06,16.616922104317258,11,crashland,False,JJ,j
crawl,1,9.94965474698028e-06,16.616922104317258,5,crawl,False,NN,n
crawling,2,1.989930949396056e-05,15.61692210431726,8,crawl,False,VBG,v
crawls,4,3.979861898792112e-05,14.61692210431726,6,crawl,False,VBZ,v
crazy,15,0.0001492448212047042,12.71003150870874,5,crazi,False,JJ,j
cream,4,3.979861898792112e-05,14.61692210431726,5,cream,False,NN,n
create,2,1.989930949396056e-05,15.61692210431726,6,creat,False,VB,v
created,1,9.94965474698028e-06,16.616922104317258,7,creat,False,VBN,v
creating,1,9.94965474698028e-06,16.616922104317258,8,creat,False,VBG,v
creative,1,9.94965474698028e-06,16.616922104317258,8,creativ,False,JJ,j
creator,1,9.94965474698028e-06,16.616922104317258,7,creator,False,NN,n
creature,6,5.969792848188168e-05,14.031959603596103,8,creatur,False,NN,n
creatures,7,6.964758322886195e-05,13.809567182259656,9,creatur,False,NNS,n
credit,5,4.9748273734901396e-05,14.294994009429898,6,credit,False,NN,n
creek,2,1.989930949396056e-05,15.61692210431726,5,creek,False,NN,n
creeping,1,9.94965474698028e-06,16.616922104317258,8,creep,False,VBG,v
creeps,1,9.94965474698028e-06,16.616922104317258,6,creep,False,NNS,n
creepy,3,2.984896424094084e-05,15.031959603596103,6,creepi,False,NN,n
crew,6,5.969792848188168e-05,14.031959603596103,4,crew,False,NN,n
cried,1,9.94965474698028e-06,16.616922104317258,5,cri,False,VBD,v
cries,2,1.989930949396056e-05,15.61692210431726,5,cri,False,NNS,n
crime,3,2.984896424094084e-05,15.031959603596103,5,crime,False,NN,n
criminal,1,9.94965474698028e-06,16.616922104317258,8,crimin,False,JJ,j
crimson,2,1.989930949396056e-05,15.61692210431726,7,crimson,False,NNP,n
crimsoncolored,1,9.94965474698028e-06,16.616922104317258,14,crimsoncolor,False,JJ,j
crisis,1,9.94965474698028e-06,16.616922104317258,6,crisi,False,NN,n
crispy,1,9.94965474698028e-06,16.616922104317258,6,crispi,False,NN,n
croaking,1,9.94965474698028e-06,16.616922104317258,8,croak,False,VBG,v
crone,1,9.94965474698028e-06,16.616922104317258,5,crone,False,NN,n
cross,5,4.9748273734901396e-05,14.294994009429898,5,cross,False,VBP,v
crossed,4,3.979861898792112e-05,14.61692210431726,7,cross,False,VBD,v
crosses,4,3.979861898792112e-05,14.61692210431726,7,cross,False,NNS,n
crouch,1,9.94965474698028e-06,16.616922104317258,6,crouch,False,JJ,j
crouched,2,1.989930949396056e-05,15.61692210431726,8,crouch,False,VBN,v
crouches,2,1.989930949396056e-05,15.61692210431726,8,crouch,False,NNS,n
crow,3,2.984896424094084e-05,15.031959603596103,4,crow,False,NN,n
crowd,10,9.949654746980279e-05,13.294994009429898,5,crowd,False,NN,n
crowded,3,2.984896424094084e-05,15.031959603596103,7,crowd,False,VBN,v
crowds,1,9.94965474698028e-06,16.616922104317258,6,crowd,False,NN,n
crows,6,5.969792848188168e-05,14.031959603596103,5,crow,False,NNS,n
crucial,1,9.94965474698028e-06,16.616922104317258,7,crucial,False,JJ,j
cruel,7,6.964758322886195e-05,13.809567182259656,5,cruel,False,JJ,j
cruiser,1,9.94965474698028e-06,16.616922104317258,7,cruiser,False,NN,n
crumb,1,9.94965474698028e-06,16.616922104317258,5,crumb,False,NN,n
crumbled,1,9.94965474698028e-06,16.616922104317258,8,crumbl,False,VBN,v
crumbling,1,9.94965474698028e-06,16.616922104317258,9,crumbl,False,VBG,v
crush,1,9.94965474698028e-06,16.616922104317258,5,crush,False,VB,v
crushed,1,9.94965474698028e-06,16.616922104317258,7,crush,False,VBD,v
cry,19,0.0001890434401926253,12.368994590873674,3,cri,False,VB,v
crybaby,1,9.94965474698028e-06,16.616922104317258,7,crybabi,False,NN,n
crying,10,9.949654746980279e-05,13.294994009429898,6,cri,False,VBG,v
crystal,2,1.989930949396056e-05,15.61692210431726,7,crystal,False,JJ,j
crystals,1,9.94965474698028e-06,16.616922104317258,8,crystal,False,NNS,n
cst,1,9.94965474698028e-06,16.616922104317258,3,cst,False,NNP,n
cub,5,4.9748273734901396e-05,14.294994009429898,3,cub,False,NN,n
cubicle,2,1.989930949396056e-05,15.61692210431726,7,cubicl,False,NN,n
cubicles,3,2.984896424094084e-05,15.031959603596103,8,cubicl,False,NNS,n
cubs,10,9.949654746980279e-05,13.294994009429898,4,cub,False,NNS,n
cuddle,1,9.94965474698028e-06,16.616922104317258,6,cuddl,False,VB,v
cult,1,9.94965474698028e-06,16.616922104317258,4,cult,False,NN,n
cunning,1,9.94965474698028e-06,16.616922104317258,7,cun,False,VBG,v
cup,3,2.984896424094084e-05,15.031959603596103,3,cup,False,NN,n
cupped,1,9.94965474698028e-06,16.616922104317258,6,cup,False,VBN,v
cure,4,3.979861898792112e-05,14.61692210431726,4,cure,False,VB,v
cures,1,9.94965474698028e-06,16.616922104317258,5,cure,False,VBZ,v
curious,4,3.979861898792112e-05,14.61692210431726,7,curiou,False,JJ,j
curiously,2,1.989930949396056e-05,15.61692210431726,9,curious,False,RB,r
curled,1,9.94965474698028e-06,16.616922104317258,6,curl,False,VBD,v
curls,2,1.989930949396056e-05,15.61692210431726,5,curl,False,VB,v
current,2,1.989930949396056e-05,15.61692210431726,7,current,False,JJ,j
currents,1,9.94965474698028e-06,16.616922104317258,8,current,False,NNS,n
curse,22,0.00021889240443356616,12.157490485679961,5,curs,False,NN,n
cursed,5,4.9748273734901396e-05,14.294994009429898,6,curs,False,VBN,v
curses,4,3.979861898792112e-05,14.61692210431726,6,curs,False,NNS,n
curtain,1,9.94965474698028e-06,16.616922104317258,7,curtain,False,NN,n
curtains,2,1.989930949396056e-05,15.61692210431726,8,curtain,False,NNS,n
curtis,21,0.0002089427496865859,12.2246046815385,6,curti,False,NNP,n
curve,4,3.979861898792112e-05,14.61692210431726,5,curv,False,NN,n
curving,1,9.94965474698028e-06,16.616922104317258,7,curv,False,VBG,v
custom,4,3.979861898792112e-05,14.61692210431726,6,custom,False,NN,n
customer,8,7.959723797584224e-05,13.61692210431726,8,custom,False,NN,n
customers,7,6.964758322886195e-05,13.809567182259656,9,custom,False,NNS,n
cut,26,0.00025869102342148726,11.916482386176167,3,cut,False,VB,v
cute,20,0.00019899309493960559,12.294994009429898,4,cute,False,JJ,j
cuter,1,9.94965474698028e-06,16.616922104317258,5,cuter,False,NN,n
cutter,4,3.979861898792112e-05,14.61692210431726,6,cutter,False,NNP,n
cygnus,1,9.94965474698028e-06,16.616922104317258,6,cygnu,False,NNP,n
cynical,1,9.94965474698028e-06,16.616922104317258,7,cynic,False,JJ,j
d,215,0.00213917577060076,8.8687292547278,1,d,True,NNP,n
dad,37,0.00036813722563827037,11.40746873868831,3,dad,False,NNP,n
daddy,8,7.959723797584224e-05,13.61692210431726,5,daddi,False,NN,n
dads,1,9.94965474698028e-06,16.616922104317258,4,dad,False,NNP,n
daffy,1,9.94965474698028e-06,16.616922104317258,5,daffi,False,NNP,n
daikon,2,1.989930949396056e-05,15.61692210431726,6,daikon,False,JJ,j
daily,3,2.984896424094084e-05,15.031959603596103,5,daili,False,JJ,j
daimaru,4,3.979861898792112e-05,14.61692210431726,7,daimaru,False,NNP,n
daimyo,3,2.984896424094084e-05,15.031959603596103,6,daimyo,False,NNP,n
dake,1,9.94965474698028e-06,16.616922104317258,4,dake,False,VBZ,v
damage,1,9.94965474698028e-06,16.616922104317258,6,damag,False,VB,v
damn,22,0.00021889240443356616,12.157490485679961,4,damn,False,NNP,n
damned,4,3.979861898792112e-05,14.61692210431726,6,damn,False,VBD,v
damp,5,4.9748273734901396e-05,14.294994009429898,4,damp,False,JJ,j
dance,3,2.984896424094084e-05,15.031959603596103,5,danc,False,NN,n
danced,1,9.94965474698028e-06,16.616922104317258,6,danc,False,VBD,v
dances,1,9.94965474698028e-06,16.616922104317258,6,danc,False,VBZ,v
dancin,1,9.94965474698028e-06,16.616922104317258,6,dancin,False,NNP,n
dancing,4,3.979861898792112e-05,14.61692210431726,7,danc,False,NN,n
dandy,1,9.94965474698028e-06,16.616922104317258,5,dandi,False,NNP,n
danger,5,4.9748273734901396e-05,14.294994009429898,6,danger,False,NN,n
dangerous,17,0.00016914413069866476,12.52945926306692,9,danger,False,JJ,j
dare,3,2.984896424094084e-05,15.031959603596103,4,dare,False,NN,n
daredevil,1,9.94965474698028e-06,16.616922104317258,9,daredevil,False,JJ,j
dareka,1,9.94965474698028e-06,16.616922104317258,6,dareka,False,NN,n
dares,1,9.94965474698028e-06,16.616922104317258,5,dare,False,VBZ,v
dark,21,0.0002089427496865859,12.2246046815385,4,dark,False,JJ,j
darker,1,9.94965474698028e-06,16.616922104317258,6,darker,False,NN,n
darkness,1,9.94965474698028e-06,16.616922104317258,8,dark,False,NN,n
darling,4,3.979861898792112e-05,14.61692210431726,7,darl,False,VBG,v
darn,3,2.984896424094084e-05,15.031959603596103,4,darn,False,NNP,n
darts,1,9.94965474698028e-06,16.616922104317258,5,dart,False,NNS,n
dashed,1,9.94965474698028e-06,16.616922104317258,6,dash,False,VBN,v
dashing,1,9.94965474698028e-06,16.616922104317258,7,dash,False,VBG,v
data,2,1.989930949396056e-05,15.61692210431726,4,data,False,NN,n
date,1,9.94965474698028e-06,16.616922104317258,4,date,False,NN,n
daughter,13,0.00012934551171074363,12.916482386176167,8,daughter,False,NN,n
daughters,1,9.94965474698028e-06,16.616922104317258,9,daughter,False,NNS,n
dawn,3,2.984896424094084e-05,15.031959603596103,4,dawn,False,NN,n
dawned,1,9.94965474698028e-06,16.616922104317258,6,dawn,False,VBD,v
dawning,1,9.94965474698028e-06,16.616922104317258,7,dawn,False,NN,n
day,79,0.0007860227250114421,10.313141356140155,3,day,False,NN,n
daylight,2,1.989930949396056e-05,15.61692210431726,8,daylight,False,NN,n
dayo,1,9.94965474698028e-06,16.616922104317258,4,dayo,False,NN,n
days,39,0.0003880365351322309,11.33151988545501,4,day,False,NNS,n
daytime,2,1.989930949396056e-05,15.61692210431726,7,daytim,False,JJ,j
dazzles,1,9.94965474698028e-06,16.616922104317258,7,dazzl,False,VBZ,v
ddo,1,9.94965474698028e-06,16.616922104317258,3,ddo,False,JJ,j
de,3,2.984896424094084e-05,15.031959603596103,2,de,False,IN,x
dead,27,0.00026864067816846757,11.862034602153791,4,dead,False,JJ,j
deadly,1,9.94965474698028e-06,16.616922104317258,6,deadli,False,RB,r
deai,1,9.94965474698028e-06,16.616922104317258,4,deai,False,NN,n
deal,9,8.954689272282252e-05,13.446997102874947,4,deal,False,NN,n
dealt,2,1.989930949396056e-05,15.61692210431726,5,dealt,False,VBD,v
dear,29,0.0002885399876624281,11.758941109189687,4,dear,False,JJ,j
death,16,0.00015919447595168448,12.61692210431726,5,death,False,NN,n
deaths,4,3.979861898792112e-05,14.61692210431726,6,death,False,NNS,n
debate,1,9.94965474698028e-06,16.616922104317258,6,debat,False,NN,n
debating,1,9.94965474698028e-06,16.616922104317258,8,debat,False,VBG,v
debilitating,1,9.94965474698028e-06,16.616922104317258,12,debilit,False,NN,n
deborah,1,9.94965474698028e-06,16.616922104317258,7,deborah,False,NNP,n
debt,5,4.9748273734901396e-05,14.294994009429898,4,debt,False,NN,n
debut,1,9.94965474698028e-06,16.616922104317258,5,debut,False,VB,v
dec,2,1.989930949396056e-05,15.61692210431726,3,dec,False,NNP,n
decadent,1,9.94965474698028e-06,16.616922104317258,8,decad,False,JJ,j
decades,1,9.94965474698028e-06,16.616922104317258,7,decad,False,NNS,n
decay,1,9.94965474698028e-06,16.616922104317258,5,decay,False,VB,v
deceived,1,9.94965474698028e-06,16.616922104317258,8,deceiv,False,VBN,v
december,2,1.989930949396056e-05,15.61692210431726,8,decemb,False,NNP,n
decide,7,6.964758322886195e-05,13.809567182259656,6,decid,False,VB,v
decided,21,0.0002089427496865859,12.2246046815385,7,decid,False,VBD,v
deciphered,1,9.94965474698028e-06,16.616922104317258,10,deciph,False,VBN,v
decision,9,8.954689272282252e-05,13.446997102874947,8,decis,False,NN,n
decisions,1,9.94965474698028e-06,16.616922104317258,9,decis,False,NNS,n
deck,2,1.989930949396056e-05,15.61692210431726,4,deck,False,NN,n
declining,1,9.94965474698028e-06,16.616922104317258,9,declin,False,VBG,v
decomposed,1,9.94965474698028e-06,16.616922104317258,10,decompos,False,VBD,v
deep,13,0.00012934551171074363,12.916482386176167,4,deep,False,JJ,j
deepened,1,9.94965474698028e-06,16.616922104317258,8,deepen,False,VBD,v
deeper,4,3.979861898792112e-05,14.61692210431726,6,deeper,False,JJR,j
deeply,1,9.94965474698028e-06,16.616922104317258,6,deepli,False,RB,r
deer,1,9.94965474698028e-06,16.616922104317258,4,deer,False,NN,n
defeat,3,2.984896424094084e-05,15.031959603596103,6,defeat,False,VB,v
defeated,4,3.979861898792112e-05,14.61692210431726,8,defeat,False,VBD,v
defence,1,9.94965474698028e-06,16.616922104317258,7,defenc,False,NN,n
defend,1,9.94965474698028e-06,16.616922104317258,6,defend,False,VB,v
defense,1,9.94965474698028e-06,16.616922104317258,7,defens,False,NNP,n
defensive,1,9.94965474698028e-06,16.616922104317258,9,defens,False,JJ,j
defile,1,9.94965474698028e-06,16.616922104317258,6,defil,False,VBP,v
definitely,3,2.984896424094084e-05,15.031959603596103,10,definit,False,RB,r
degree,1,9.94965474698028e-06,16.616922104317258,6,degre,False,NN,n
degrees,1,9.94965474698028e-06,16.616922104317258,7,degre,False,NNS,n
deity,1,9.94965474698028e-06,16.616922104317258,5,deiti,False,NN,n
dekkai,1,9.94965474698028e-06,16.616922104317258,6,dekkai,False,NNP,n
delay,2,1.989930949396056e-05,15.61692210431726,5,delay,False,NN,n
delayed,1,9.94965474698028e-06,16.616922104317258,7,delay,False,VBN,v
delaying,1,9.94965474698028e-06,16.616922104317258,8,delay,False,VBG,v
deliberately,2,1.989930949396056e-05,15.61692210431726,12,deliber,False,RB,r
delicately,1,9.94965474698028e-06,16.616922104317258,10,delic,False,RB,r
delicious,11,0.00010944620221678308,13.157490485679961,9,delici,False,JJ,j
delight,3,2.984896424094084e-05,15.031959603596103,7,delight,False,NN,n
delighted,1,9.94965474698028e-06,16.616922104317258,9,delight,False,JJ,j
delightful,2,1.989930949396056e-05,15.61692210431726,10,delight,False,JJ,j
delinquent,2,1.989930949396056e-05,15.61692210431726,10,delinqu,False,NN,n
deliver,11,0.00010944620221678308,13.157490485679961,7,deliv,False,VB,v
delivered,3,2.984896424094084e-05,15.031959603596103,9,deliv,False,VBN,v
delivery,10,9.949654746980279e-05,13.294994009429898,8,deliveri,False,NN,n
deluge,1,9.94965474698028e-06,16.616922104317258,6,delug,False,NN,n
demand,1,9.94965474698028e-06,16.616922104317258,6,demand,False,NN,n
demanding,1,9.94965474698028e-06,16.616922104317258,9,demand,False,VBG,v
demolish,1,9.94965474698028e-06,16.616922104317258,8,demolish,False,JJ,j
demon,14,0.0001392951664577239,12.809567182259656,5,demon,False,NN,n
demons,2,1.989930949396056e-05,15.61692210431726,6,demon,False,NNS,n
demonstration,2,1.989930949396056e-05,15.61692210431726,13,demonstr,False,NN,n
den,2,1.989930949396056e-05,15.61692210431726,3,den,False,NN,n
dengon,2,1.989930949396056e-05,15.61692210431726,6,dengon,False,NN,n
denied,1,9.94965474698028e-06,16.616922104317258,6,deni,False,VBN,v
denominator,3,2.984896424094084e-05,15.031959603596103,11,denomin,False,NN,n
deny,2,1.989930949396056e-05,15.61692210431726,4,deni,False,NN,n
depart,3,2.984896424094084e-05,15.031959603596103,6,depart,False,VB,v
departed,2,1.989930949396056e-05,15.61692210431726,8,depart,False,VBD,v
departing,2,1.989930949396056e-05,15.61692210431726,9,depart,False,VBG,v
department,3,2.984896424094084e-05,15.031959603596103,10,depart,False,NN,n
departs,1,9.94965474698028e-06,16.616922104317258,7,depart,False,NNS,n
departure,5,4.9748273734901396e-05,14.294994009429898,9,departur,False,NN,n
depending,1,9.94965474698028e-06,16.616922104317258,9,depend,False,VBG,v
depends,1,9.94965474698028e-06,16.616922104317258,7,depend,False,NNS,n
depressing,3,2.984896424094084e-05,15.031959603596103,10,depress,False,JJ,j
depression,2,1.989930949396056e-05,15.61692210431726,10,depress,False,NN,n
der,1,9.94965474698028e-06,16.616922104317258,3,der,False,NN,n
deranged,1,9.94965474698028e-06,16.616922104317258,8,derang,False,VBN,v
descend,2,1.989930949396056e-05,15.61692210431726,7,descend,False,NNP,n
descended,1,9.94965474698028e-06,16.616922104317258,9,descend,False,VBD,v
descending,1,9.94965474698028e-06,16.616922104317258,10,descend,False,VBG,v
descends,2,1.989930949396056e-05,15.61692210431726,8,descend,False,VBZ,v
describe,1,9.94965474698028e-06,16.616922104317258,8,describ,False,VB,v
desert,1,9.94965474698028e-06,16.616922104317258,6,desert,False,NN,n
deserted,1,9.94965474698028e-06,16.616922104317258,8,desert,False,JJ,j
deserve,1,9.94965474698028e-06,16.616922104317258,7,deserv,False,VB,v
deserved,1,9.94965474698028e-06,16.616922104317258,8,deserv,False,VBD,v
design,21,0.0002089427496865859,12.2246046815385,6,design,False,NN,n
designed,1,9.94965474698028e-06,16.616922104317258,8,design,False,VBN,v
designer,3,2.984896424094084e-05,15.031959603596103,8,design,False,NN,n
designing,1,9.94965474698028e-06,16.616922104317258,9,design,False,VBG,v
desire,1,9.94965474698028e-06,16.616922104317258,6,desir,False,NN,n
desk,6,5.969792848188168e-05,14.031959603596103,4,desk,False,NN,n
desks,1,9.94965474698028e-06,16.616922104317258,5,desk,False,NNS,n
despair,1,9.94965474698028e-06,16.616922104317258,7,despair,False,NN,n
desperate,5,4.9748273734901396e-05,14.294994009429898,9,desper,False,JJ,j
desperately,6,5.969792848188168e-05,14.031959603596103,11,desper,False,RB,r
despite,7,6.964758322886195e-05,13.809567182259656,7,despit,False,IN,x
dessau,2,1.989930949396056e-05,15.61692210431726,6,dessau,False,NNP,n
dessert,1,9.94965474698028e-06,16.616922104317258,7,dessert,False,NN,n
destination,2,1.989930949396056e-05,15.61692210431726,11,destin,False,NN,n
destined,3,2.984896424094084e-05,15.031959603596103,8,destin,False,VBN,v
destiny,3,2.984896424094084e-05,15.031959603596103,7,destini,False,NN,n
destroy,10,9.949654746980279e-05,13.294994009429898,7,destroy,False,VB,v
destroyed,17,0.00016914413069866476,12.52945926306692,9,destroy,False,VBN,v
destroying,4,3.979861898792112e-05,14.61692210431726,10,destroy,False,VBG,v
destruction,7,6.964758322886195e-05,13.809567182259656,11,destruct,False,NN,n
destructive,1,9.94965474698028e-06,16.616922104317258,11,destruct,False,JJ,j
detaches,1,9.94965474698028e-06,16.616922104317258,8,detach,False,VBZ,v
detail,2,1.989930949396056e-05,15.61692210431726,6,detail,False,NN,n
details,2,1.989930949396056e-05,15.61692210431726,7,detail,False,NNS,n
determination,1,9.94965474698028e-06,16.616922104317258,13,determin,False,NN,n
determine,1,9.94965474698028e-06,16.616922104317258,9,determin,False,VB,v
determined,1,9.94965474698028e-06,16.616922104317258,10,determin,False,VBN,v
devastated,1,9.94965474698028e-06,16.616922104317258,10,devast,False,VBD,v
devastation,2,1.989930949396056e-05,15.61692210431726,11,devast,False,NN,n
develop,1,9.94965474698028e-06,16.616922104317258,7,develop,False,VBP,v
developed,1,9.94965474698028e-06,16.616922104317258,9,develop,False,VBN,v
developers,7,6.964758322886195e-05,13.809567182259656,10,develop,False,NNS,n
developing,2,1.989930949396056e-05,15.61692210431726,10,develop,False,VBG,v
development,15,0.0001492448212047042,12.71003150870874,11,develop,False,NN,n
devil,1,9.94965474698028e-06,16.616922104317258,5,devil,False,NN,n
devonian,2,1.989930949396056e-05,15.61692210431726,8,devonian,False,JJ,j
devonynchus,2,1.989930949396056e-05,15.61692210431726,11,devonynchu,False,NN,n
devote,1,9.94965474698028e-06,16.616922104317258,6,devot,False,VB,v
devoted,1,9.94965474698028e-06,16.616922104317258,7,devot,False,VBN,v
devoting,1,9.94965474698028e-06,16.616922104317258,8,devot,False,VBG,v
devotion,3,2.984896424094084e-05,15.031959603596103,8,devot,False,NN,n
dew,1,9.94965474698028e-06,16.616922104317258,3,dew,False,NN,n
diagnosed,1,9.94965474698028e-06,16.616922104317258,9,diagnos,False,VBN,v
dial,1,9.94965474698028e-06,16.616922104317258,4,dial,False,NN,n
dialogue,2,1.989930949396056e-05,15.61692210431726,8,dialogu,False,NN,n
dials,1,9.94965474698028e-06,16.616922104317258,5,dial,False,NNS,n
diarreah,2,1.989930949396056e-05,15.61692210431726,8,diarreah,False,NN,n
diarrhea,1,9.94965474698028e-06,16.616922104317258,8,diarrhea,False,NN,n
dictionary,1,9.94965474698028e-06,16.616922104317258,10,dictionari,False,NN,n
did,253,0.002517262650986011,8.633928529622949,3,did,True,VBD,v
didarabotchi,4,3.979861898792112e-05,14.61692210431726,12,didarabotchi,False,NNP,n
didn,9,8.954689272282252e-05,13.446997102874947,4,didn,True,VBP,v
didntcha,1,9.94965474698028e-06,16.616922104317258,8,didntcha,False,NN,n
didst,1,9.94965474698028e-06,16.616922104317258,5,didst,False,NN,n
die,44,0.0004377848088671323,11.157490485679961,3,die,False,VB,v
died,24,0.0002387917139275267,12.031959603596103,4,die,False,VBD,v
dies,4,3.979861898792112e-05,14.61692210431726,4,die,False,VBZ,v
difference,1,9.94965474698028e-06,16.616922104317258,10,differ,False,NN,n
different,13,0.00012934551171074363,12.916482386176167,9,differ,False,JJ,j
difficult,12,0.00011939585696376336,13.031959603596103,9,difficult,False,JJ,j
difficulty,1,9.94965474698028e-06,16.616922104317258,10,difficulti,False,NN,n
dig,2,1.989930949396056e-05,15.61692210431726,3,dig,False,VB,v
digging,2,1.989930949396056e-05,15.61692210431726,7,dig,False,NN,n
dignity,1,9.94965474698028e-06,16.616922104317258,7,digniti,False,NN,n
digs,1,9.94965474698028e-06,16.616922104317258,4,dig,False,VBZ,v
dillydallying,1,9.94965474698028e-06,16.616922104317258,13,dillyd,False,JJ,j
dime,2,1.989930949396056e-05,15.61692210431726,4,dime,False,NN,n
dinner,11,0.00010944620221678308,13.157490485679961,6,dinner,False,NN,n
dipnorhynchus,2,1.989930949396056e-05,15.61692210431726,13,dipnorhynchu,False,NN,n
direct,1,9.94965474698028e-06,16.616922104317258,6,direct,False,JJ,j
direction,7,6.964758322886195e-05,13.809567182259656,9,direct,False,NN,n
directions,2,1.989930949396056e-05,15.61692210431726,10,direct,False,NNS,n
directs,1,9.94965474698028e-06,16.616922104317258,7,direct,False,VBZ,v
dirigible,10,9.949654746980279e-05,13.294994009429898,9,dirig,False,JJ,j
dirigibles,1,9.94965474698028e-06,16.616922104317258,10,dirig,False,NNS,n
dirt,7,6.964758322886195e-05,13.809567182259656,4,dirt,False,NN,n
dirty,11,0.00010944620221678308,13.157490485679961,5,dirti,False,JJ,j
dirtyminded,1,9.94965474698028e-06,16.616922104317258,11,dirtymind,False,JJ,j
disagreeable,1,9.94965474698028e-06,16.616922104317258,12,disagre,False,NN,n
disappear,3,2.984896424094084e-05,15.031959603596103,9,disappear,False,NN,n
disappeared,5,4.9748273734901396e-05,14.294994009429898,11,disappear,False,VBN,v
disappearing,1,9.94965474698028e-06,16.616922104317258,12,disappear,False,VBG,v
disappears,5,4.9748273734901396e-05,14.294994009429898,10,disappear,False,NNS,n
disappointed,1,9.94965474698028e-06,16.616922104317258,12,disappoint,False,VBN,v
disaster,2,1.989930949396056e-05,15.61692210431726,8,disast,False,NN,n
disastrous,1,9.94965474698028e-06,16.616922104317258,10,disastr,False,JJ,j
disbanded,1,9.94965474698028e-06,16.616922104317258,9,disband,False,VBD,v
discipline,1,9.94965474698028e-06,16.616922104317258,10,disciplin,False,NN,n
disco,1,9.94965474698028e-06,16.616922104317258,5,disco,False,NN,n
discover,3,2.984896424094084e-05,15.031959603596103,8,discov,False,VB,v
discovered,3,2.984896424094084e-05,15.031959603596103,10,discov,False,VBN,v
discovery,1,9.94965474698028e-06,16.616922104317258,9,discoveri,False,NN,n
discretion,1,9.94965474698028e-06,16.616922104317258,10,discret,False,NN,n
discuss,2,1.989930949396056e-05,15.61692210431726,7,discuss,False,VB,v
discussing,2,1.989930949396056e-05,15.61692210431726,10,discuss,False,VBG,v
discussion,5,4.9748273734901396e-05,14.294994009429898,10,discuss,False,NNP,n
discussions,1,9.94965474698028e-06,16.616922104317258,11,discuss,False,NNS,n
disease,2,1.989930949396056e-05,15.61692210431726,7,diseas,False,NN,n
disguise,4,3.979861898792112e-05,14.61692210431726,8,disguis,False,NN,n
disguised,3,2.984896424094084e-05,15.031959603596103,9,disguis,False,VBD,v
disgust,2,1.989930949396056e-05,15.61692210431726,7,disgust,False,NN,n
disgusted,3,2.984896424094084e-05,15.031959603596103,9,disgust,False,VBN,v
disgusting,4,3.979861898792112e-05,14.61692210431726,10,disgust,False,VBG,v
dish,1,9.94965474698028e-06,16.616922104317258,4,dish,False,NN,n
dishes,1,9.94965474698028e-06,16.616922104317258,6,dish,False,NNS,n
dishwasher,1,9.94965474698028e-06,16.616922104317258,10,dishwash,False,NN,n
disintegrate,1,9.94965474698028e-06,16.616922104317258,12,disintegr,False,VB,v
dislike,1,9.94965474698028e-06,16.616922104317258,7,dislik,False,VB,v
disobedience,1,9.94965474698028e-06,16.616922104317258,12,disobedi,False,NN,n
disobedient,1,9.94965474698028e-06,16.616922104317258,11,disobedi,False,NN,n
disobey,1,9.94965474698028e-06,16.616922104317258,7,disobey,False,VB,v
disordered,1,9.94965474698028e-06,16.616922104317258,10,disord,False,VBN,v
dispassionately,1,9.94965474698028e-06,16.616922104317258,15,dispassion,False,RB,r
dispatch,1,9.94965474698028e-06,16.616922104317258,8,dispatch,False,VB,v
displaced,1,9.94965474698028e-06,16.616922104317258,9,displac,False,VBN,v
display,1,9.94965474698028e-06,16.616922104317258,7,display,False,NN,n
disproportionately,1,9.94965474698028e-06,16.616922104317258,18,disproportion,False,JJ,j
disreputable,1,9.94965474698028e-06,16.616922104317258,12,disreput,False,JJ,j
disrupted,1,9.94965474698028e-06,16.616922104317258,9,disrupt,False,VBN,v
distance,5,4.9748273734901396e-05,14.294994009429898,8,distanc,False,NN,n
distant,4,3.979861898792112e-05,14.61692210431726,7,distant,False,JJ,j
distasteful,1,9.94965474698028e-06,16.616922104317258,11,distast,False,JJ,j
distract,3,2.984896424094084e-05,15.031959603596103,8,distract,False,VB,v
distracted,1,9.94965474698028e-06,16.616922104317258,10,distract,False,VBN,v
distracting,1,9.94965474698028e-06,16.616922104317258,11,distract,False,VBG,v
distracts,1,9.94965474698028e-06,16.616922104317258,9,distract,False,VBZ,v
distressed,1,9.94965474698028e-06,16.616922104317258,10,distress,False,JJ,j
distribute,1,9.94965474698028e-06,16.616922104317258,10,distribut,False,VB,v
distribution,1,9.94965474698028e-06,16.616922104317258,12,distribut,False,NN,n
disturbing,3,2.984896424094084e-05,15.031959603596103,10,disturb,False,VBG,v
