film_name,chunk_num,sent_num,token_num,token_str,term_str,speaker,pos,pos_group
miyazaki_castle_in_the_sky,0,0,0,Ah,ah,MEN,NN,n
miyazaki_castle_in_the_sky,1,0,0,Wah,wah,CREWMAN,NN,n
miyazaki_castle_in_the_sky,1,1,0,It,it,CREWMAN,PRP,x
miyazaki_castle_in_the_sky,1,1,1,'s,s,CREWMAN,VBZ,v
miyazaki_castle_in_the_sky,1,1,2,a,a,CREWMAN,DT,x
miyazaki_castle_in_the_sky,1,1,3,gas,gas,CREWMAN,NN,n
miyazaki_castle_in_the_sky,1,1,4,bomb,bomb,CREWMAN,NN,n
miyazaki_castle_in_the_sky,1,2,0,It,it,CREWMAN,PRP,x
miyazaki_castle_in_the_sky,1,2,1,'s,s,CREWMAN,VBZ,v
miyazaki_castle_in_the_sky,1,2,2,an,an,CREWMAN,DT,x
miyazaki_castle_in_the_sky,1,2,3,attack,attack,CREWMAN,NN,n
miyazaki_castle_in_the_sky,2,0,0,Wah,wah,MEN,NN,n
miyazaki_castle_in_the_sky,3,0,0,Ah,ah,Voices,NN,n
miyazaki_castle_in_the_sky,3,1,0,Wah,wah,Voices,NN,n
miyazaki_castle_in_the_sky,3,2,0,Hey,hey,Voices,NN,n
miyazaki_castle_in_the_sky,4,0,0,Hold,hold,MOOSKA,VB,v
miyazaki_castle_in_the_sky,4,0,1,them,them,MOOSKA,PRP,x
miyazaki_castle_in_the_sky,4,0,2,there,there,MOOSKA,RB,r
miyazaki_castle_in_the_sky,4,1,0,You,you,MOOSKA,PRP,x
miyazaki_castle_in_the_sky,4,1,1,get,get,MOOSKA,VB,v
miyazaki_castle_in_the_sky,4,1,2,down,down,MOOSKA,RP,x
miyazaki_castle_in_the_sky,4,1,3,on,on,MOOSKA,IN,x
miyazaki_castle_in_the_sky,4,1,4,the,the,MOOSKA,DT,x
miyazaki_castle_in_the_sky,4,1,5,floor,floor,MOOSKA,NN,n
miyazaki_castle_in_the_sky,5,0,0,Tear,tear,DARK GLASSES,NNP,n
miyazaki_castle_in_the_sky,5,0,1,gas,gas,DARK GLASSES,NN,n
miyazaki_castle_in_the_sky,6,0,0,What,what,DORA'S VOICE,WP,x
miyazaki_castle_in_the_sky,6,0,1,'s,s,DORA'S VOICE,VBZ,v
miyazaki_castle_in_the_sky,6,0,2,the,the,DORA'S VOICE,DT,x
miyazaki_castle_in_the_sky,6,0,3,delay,delay,DORA'S VOICE,NN,n
miyazaki_castle_in_the_sky,7,0,0,Ah,ah,SHEETA,NN,n
miyazaki_castle_in_the_sky,8,0,0,Ca,ca,DORA'S VOICE,NNP,n
miyazaki_castle_in_the_sky,8,0,1,n't,nt,DORA'S VOICE,RB,r
miyazaki_castle_in_the_sky,8,0,2,you,you,DORA'S VOICE,PRP,x
miyazaki_castle_in_the_sky,8,0,3,break,break,DORA'S VOICE,VB,v
miyazaki_castle_in_the_sky,8,0,4,in,in,DORA'S VOICE,IN,x
miyazaki_castle_in_the_sky,8,0,5,at,at,DORA'S VOICE,IN,x
miyazaki_castle_in_the_sky,8,0,6,once,once,DORA'S VOICE,RB,r
miyazaki_castle_in_the_sky,9,0,0,She,she,LOUIE,PRP,x
miyazaki_castle_in_the_sky,9,0,1,'s,s,LOUIE,VBZ,v
miyazaki_castle_in_the_sky,9,0,2,here,here,LOUIE,RB,r
miyazaki_castle_in_the_sky,9,1,0,Mama,mama,LOUIE,NNP,n
miyazaki_castle_in_the_sky,9,1,1,she,she,LOUIE,PRP,x
miyazaki_castle_in_the_sky,9,1,2,'s,s,LOUIE,VBZ,v
miyazaki_castle_in_the_sky,9,1,3,here,here,LOUIE,RB,r
miyazaki_castle_in_the_sky,9,2,0,She,she,LOUIE,PRP,x
miyazaki_castle_in_the_sky,9,2,1,was,was,LOUIE,VBD,v
miyazaki_castle_in_the_sky,9,2,2,hiding,hiding,LOUIE,VBG,v
miyazaki_castle_in_the_sky,10,0,0,Hurry,hurry,DORA,NNP,n
miyazaki_castle_in_the_sky,10,0,1,up,up,DORA,RB,r
miyazaki_castle_in_the_sky,10,0,2,and,and,DORA,CC,x
miyazaki_castle_in_the_sky,10,0,3,catch,catch,DORA,VB,v
miyazaki_castle_in_the_sky,10,0,4,her,her,DORA,PRP$,x
miyazaki_castle_in_the_sky,11,0,0,Mama,mama,LOUIE,NNP,n
miyazaki_castle_in_the_sky,11,0,1,I,i,LOUIE,PRP,x
miyazaki_castle_in_the_sky,11,0,2,'ll,ll,LOUIE,MD,x
miyazaki_castle_in_the_sky,11,0,3,fall,fall,LOUIE,VB,v
miyazaki_castle_in_the_sky,12,0,0,That,that,DORA,DT,x
miyazaki_castle_in_the_sky,12,0,1,'s,s,DORA,VBZ,v
miyazaki_castle_in_the_sky,12,0,2,it,it,DORA,PRP,x
miyazaki_castle_in_the_sky,12,0,3,the,the,DORA,DT,x
miyazaki_castle_in_the_sky,12,0,4,stone,stone,DORA,NN,n
miyazaki_castle_in_the_sky,12,1,0,Hurry,hurry,DORA,NNP,n
miyazaki_castle_in_the_sky,12,1,1,into,into,DORA,IN,x
miyazaki_castle_in_the_sky,12,1,2,the,the,DORA,DT,x
miyazaki_castle_in_the_sky,12,1,3,next,next,DORA,JJ,j
miyazaki_castle_in_the_sky,12,1,4,room,room,DORA,NN,n
miyazaki_castle_in_the_sky,12,2,0,It,it,DORA,PRP,x
miyazaki_castle_in_the_sky,12,2,1,'s,s,DORA,VBZ,v
miyazaki_castle_in_the_sky,12,2,2,a,a,DORA,DT,x
miyazaki_castle_in_the_sky,12,2,3,Levistone,levistone,DORA,NN,n
miyazaki_castle_in_the_sky,13,0,0,Ah,ah,SHEETA,NN,n
miyazaki_castle_in_the_sky,14,0,0,Scream,scream,WOMAN,NN,n
miyazaki_castle_in_the_sky,15,0,0,Ah,ah,SHEETA,NN,n
miyazaki_castle_in_the_sky,16,0,0,Damn,damn,DORA,NNP,n
miyazaki_castle_in_the_sky,16,0,1,the,the,DORA,DT,x
miyazaki_castle_in_the_sky,16,0,2,Levistone,levistone,DORA,NNP,n
miyazaki_castle_in_the_sky,17,0,0,Laputa,laputa,Title,NNP,n
miyazaki_castle_in_the_sky,17,0,1,The,the,Title,DT,x
miyazaki_castle_in_the_sky,17,0,2,Castle,castle,Title,NNP,n
miyazaki_castle_in_the_sky,17,0,3,in,in,Title,IN,x
miyazaki_castle_in_the_sky,17,0,4,the,the,Title,DT,x
miyazaki_castle_in_the_sky,17,0,5,Sky,sky,Title,NNP,n
miyazaki_castle_in_the_sky,18,0,0,Uncle,uncle,PAZU,NN,n
miyazaki_castle_in_the_sky,18,0,1,put,put,PAZU,VBN,v
miyazaki_castle_in_the_sky,18,0,2,in,in,PAZU,IN,x
miyazaki_castle_in_the_sky,18,0,3,two,two,PAZU,CD,x
miyazaki_castle_in_the_sky,18,0,4,meatballs,meatballs,PAZU,NNS,n
miyazaki_castle_in_the_sky,19,0,0,Working,working,SHOP OWNER,VBG,v
miyazaki_castle_in_the_sky,19,0,1,a,a,SHOP OWNER,DT,x
miyazaki_castle_in_the_sky,19,0,2,lot,lot,SHOP OWNER,NN,n
miyazaki_castle_in_the_sky,19,0,3,of,of,SHOP OWNER,IN,x
miyazaki_castle_in_the_sky,19,0,4,overtime,overtime,SHOP OWNER,NN,n
miyazaki_castle_in_the_sky,20,0,0,Business,business,PAZU,NN,n
miyazaki_castle_in_the_sky,20,0,1,may,may,PAZU,MD,x
miyazaki_castle_in_the_sky,20,0,2,be,be,PAZU,VB,v
miyazaki_castle_in_the_sky,20,0,3,finally,finally,PAZU,RB,r
miyazaki_castle_in_the_sky,20,0,4,picking,picking,PAZU,VBG,v
miyazaki_castle_in_the_sky,20,0,5,up,up,PAZU,RP,x
miyazaki_castle_in_the_sky,20,0,6,again,again,PAZU,RB,r
miyazaki_castle_in_the_sky,21,0,0,Still,still,WOMAN,RB,r
miyazaki_castle_in_the_sky,21,0,1,working,working,WOMAN,VBG,v
miyazaki_castle_in_the_sky,22,0,0,Yes,yes,PAZU,UH,x
miyazaki_castle_in_the_sky,23,0,0,What,what,PAZU,WP,x
miyazaki_castle_in_the_sky,23,0,1,'s,s,PAZU,VBZ,v
miyazaki_castle_in_the_sky,23,0,2,that,that,PAZU,DT,x
miyazaki_castle_in_the_sky,24,0,0,It,it,PAZU,PRP,x
miyazaki_castle_in_the_sky,24,0,1,'s,s,PAZU,VBZ,v
miyazaki_castle_in_the_sky,24,0,2,a,a,PAZU,DT,x
miyazaki_castle_in_the_sky,24,0,3,person,person,PAZU,NN,n
miyazaki_castle_in_the_sky,25,0,0,Wah,wah,PAZU,NN,n
miyazaki_castle_in_the_sky,26,0,0,PAZU,pazu,BOSS,NN,n
miyazaki_castle_in_the_sky,27,0,0,What,what,BOSS,WP,x
miyazaki_castle_in_the_sky,27,0,1,are,are,BOSS,VBP,v
miyazaki_castle_in_the_sky,27,0,2,you,you,BOSS,PRP,x
miyazaki_castle_in_the_sky,27,0,3,doing,doing,BOSS,VBG,v
miyazaki_castle_in_the_sky,27,0,4,up,up,BOSS,RP,x
miyazaki_castle_in_the_sky,27,0,5,there,there,BOSS,RB,r
miyazaki_castle_in_the_sky,27,1,0,What,what,BOSS,WP,x
miyazaki_castle_in_the_sky,27,1,1,about,about,BOSS,IN,x
miyazaki_castle_in_the_sky,27,1,2,dinner,dinner,BOSS,NN,n
miyazaki_castle_in_the_sky,28,0,0,Boss,boss,PAZU,IN,x
miyazaki_castle_in_the_sky,28,1,0,A,a,PAZU,DT,x
miyazaki_castle_in_the_sky,28,1,1,a,a,PAZU,DT,x
miyazaki_castle_in_the_sky,28,1,2,girl,girl,PAZU,NN,n
miyazaki_castle_in_the_sky,28,1,3,from,from,PAZU,IN,x
miyazaki_castle_in_the_sky,28,1,4,the,the,PAZU,DT,x
miyazaki_castle_in_the_sky,28,1,5,sky,sky,PAZU,NN,n
miyazaki_castle_in_the_sky,29,0,0,Shit,shit,BOSS,NN,n
miyazaki_castle_in_the_sky,29,1,0,Ouch,ouch,BOSS,RB,r
miyazaki_castle_in_the_sky,30,0,0,Boss,boss,PAZU,NNP,n
miyazaki_castle_in_the_sky,30,0,1,a,a,PAZU,DT,x
miyazaki_castle_in_the_sky,30,0,2,girl,girl,PAZU,NN,n
miyazaki_castle_in_the_sky,30,0,3,from,from,PAZU,IN,x
miyazaki_castle_in_the_sky,30,0,4,the,the,PAZU,DT,x
miyazaki_castle_in_the_sky,30,0,5,sky,sky,PAZU,NN,n
miyazaki_castle_in_the_sky,31,0,0,Shit,shit,BOSS,NNP,n
miyazaki_castle_in_the_sky,31,0,1,worn-out,wornout,BOSS,JJ,j
miyazaki_castle_in_the_sky,31,0,2,engines,engines,BOSS,NNS,n
miyazaki_castle_in_the_sky,32,0,0,Boss,boss,PAZU,NNP,n
miyazaki_castle_in_the_sky,32,0,1,a,a,PAZU,DT,x
miyazaki_castle_in_the_sky,32,0,2,girl,girl,PAZU,NN,n
miyazaki_castle_in_the_sky,32,0,3,from,from,PAZU,IN,x
miyazaki_castle_in_the_sky,32,0,4,the,the,PAZU,DT,x
miyazaki_castle_in_the_sky,32,0,5,sky,sky,PAZU,NN,n
miyazaki_castle_in_the_sky,33,0,0,Close,close,BOSS,RB,r
miyazaki_castle_in_the_sky,33,0,1,the,the,BOSS,DT,x
miyazaki_castle_in_the_sky,33,0,2,2,2,BOSS,CD,x
miyazaki_castle_in_the_sky,33,0,3,valve,valve,BOSS,NN,n
miyazaki_castle_in_the_sky,34,0,0,Ouch,ouch,BOSS,RB,r
miyazaki_castle_in_the_sky,34,3,0,Pazu,pazu,BOSS,NNP,n
miyazaki_castle_in_the_sky,34,3,1,hand,hand,BOSS,NN,n
miyazaki_castle_in_the_sky,34,3,2,me,me,BOSS,PRP,x
miyazaki_castle_in_the_sky,34,3,3,a,a,BOSS,DT,x
miyazaki_castle_in_the_sky,34,3,4,wrench,wrench,BOSS,NN,n
miyazaki_castle_in_the_sky,35,0,0,Yes,yes,PAZU,UH,x
miyazaki_castle_in_the_sky,35,0,1,sir,sir,PAZU,NN,n
miyazaki_castle_in_the_sky,36,0,0,I,i,BOSS,PRP,x
miyazaki_castle_in_the_sky,36,0,1,ca,ca,BOSS,MD,x
miyazaki_castle_in_the_sky,36,0,2,n't,nt,BOSS,RB,r
miyazaki_castle_in_the_sky,36,0,3,let,let,BOSS,VB,v
miyazaki_castle_in_the_sky,36,0,4,go,go,BOSS,VB,v
miyazaki_castle_in_the_sky,36,1,0,You,you,BOSS,PRP,x
miyazaki_castle_in_the_sky,36,1,1,do,do,BOSS,VBP,v
miyazaki_castle_in_the_sky,36,1,2,it,it,BOSS,PRP,x
miyazaki_castle_in_the_sky,37,0,0,Huh,huh,PAZU,NNP,n
miyazaki_castle_in_the_sky,38,0,0,Do,do,BOSS,VBP,v
miyazaki_castle_in_the_sky,38,0,1,n't,nt,BOSS,RB,r
miyazaki_castle_in_the_sky,38,0,2,keep,keep,BOSS,VB,v
miyazaki_castle_in_the_sky,38,0,3,the,the,BOSS,DT,x
miyazaki_castle_in_the_sky,38,0,4,people,people,BOSS,NNS,n
miyazaki_castle_in_the_sky,38,0,5,down,down,BOSS,RP,x
miyazaki_castle_in_the_sky,38,0,6,below,below,BOSS,IN,x
miyazaki_castle_in_the_sky,38,0,7,waiting,waiting,BOSS,VBG,v
miyazaki_castle_in_the_sky,39,0,0,Yes,yes,PAZU,UH,x
miyazaki_castle_in_the_sky,39,0,1,sir,sir,PAZU,JJ,j
miyazaki_castle_in_the_sky,40,0,0,Just,just,BOSS,RB,r
miyazaki_castle_in_the_sky,40,0,1,keep,keep,BOSS,VB,v
miyazaki_castle_in_the_sky,40,0,2,calm,calm,BOSS,NN,n
miyazaki_castle_in_the_sky,41,0,0,Yes,yes,PAZU,UH,x
miyazaki_castle_in_the_sky,41,0,1,sir,sir,PAZU,NN,n
miyazaki_castle_in_the_sky,42,0,0,Brake,brake,BOSS,NN,n
miyazaki_castle_in_the_sky,43,0,0,Yes,yes,PAZU,UH,x
miyazaki_castle_in_the_sky,43,0,1,sir,sir,PAZU,JJ,j
miyazaki_castle_in_the_sky,43,1,0,Phew,phew,PAZU,NNP,n
miyazaki_castle_in_the_sky,44,0,0,How,how,ASSAYIST,WRB,x
miyazaki_castle_in_the_sky,44,0,1,was,was,ASSAYIST,VBD,v
miyazaki_castle_in_the_sky,44,0,2,it,it,ASSAYIST,PRP,x
miyazaki_castle_in_the_sky,45,0,0,It,it,MINER,PRP,x
miyazaki_castle_in_the_sky,45,0,1,'s,s,MINER,VBZ,v
miyazaki_castle_in_the_sky,45,0,2,no,no,MINER,DT,x
miyazaki_castle_in_the_sky,45,0,3,use,use,MINER,NN,n
miyazaki_castle_in_the_sky,45,1,0,The,the,MINER,DT,x
miyazaki_castle_in_the_sky,45,1,1,silver,silver,MINER,NN,n
miyazaki_castle_in_the_sky,45,1,2,is,is,MINER,VBZ,v
miyazaki_castle_in_the_sky,45,1,3,n't,nt,MINER,RB,r
miyazaki_castle_in_the_sky,45,1,4,concentrated,concentrated,MINER,VBN,v
miyazaki_castle_in_the_sky,45,1,5,anywhere,anywhere,MINER,RB,r
miyazaki_castle_in_the_sky,46,0,0,Just,just,ASSAYIST,RB,r
miyazaki_castle_in_the_sky,46,0,1,digging,digging,ASSAYIST,NN,n
miyazaki_castle_in_the_sky,46,0,2,is,is,ASSAYIST,VBZ,v
miyazaki_castle_in_the_sky,46,0,3,useless,useless,ASSAYIST,JJ,j
miyazaki_castle_in_the_sky,46,3,0,Should,should,ASSAYIST,MD,x
miyazaki_castle_in_the_sky,46,3,1,n't,nt,ASSAYIST,RB,r
miyazaki_castle_in_the_sky,46,3,2,you,you,ASSAYIST,PRP,x
miyazaki_castle_in_the_sky,46,3,3,have,have,ASSAYIST,VBP,v
miyazaki_castle_in_the_sky,46,3,4,dug,dug,ASSAYIST,VBN,v
miyazaki_castle_in_the_sky,46,3,5,to,to,ASSAYIST,TO,x
miyazaki_castle_in_the_sky,46,3,6,the,the,ASSAYIST,DT,x
miyazaki_castle_in_the_sky,46,3,7,east,east,ASSAYIST,NN,n
miyazaki_castle_in_the_sky,47,0,0,There,there,MINER,EX,x
miyazaki_castle_in_the_sky,47,0,1,'s,s,MINER,VBZ,v
miyazaki_castle_in_the_sky,47,0,2,only,only,MINER,RB,r
miyazaki_castle_in_the_sky,47,0,3,old,old,MINER,JJ,j
miyazaki_castle_in_the_sky,47,0,4,shafts,shafts,MINER,NNS,n
miyazaki_castle_in_the_sky,47,0,5,over,over,MINER,IN,x
miyazaki_castle_in_the_sky,47,0,6,there,there,MINER,RB,r
miyazaki_castle_in_the_sky,48,0,0,We,we,MINER,PRP,x
miyazaki_castle_in_the_sky,48,0,1,'ll,ll,MINER,MD,x
miyazaki_castle_in_the_sky,48,0,2,just,just,MINER,RB,r
miyazaki_castle_in_the_sky,48,0,3,have,have,MINER,VB,v
miyazaki_castle_in_the_sky,48,0,4,to,to,MINER,TO,x
miyazaki_castle_in_the_sky,48,0,5,do,do,MINER,VB,v
miyazaki_castle_in_the_sky,48,0,6,it,it,MINER,PRP,x
miyazaki_castle_in_the_sky,48,0,7,over,over,MINER,RP,x
miyazaki_castle_in_the_sky,48,0,8,again,again,MINER,RB,r
miyazaki_castle_in_the_sky,48,0,9,wo,wo,MINER,MD,x
miyazaki_castle_in_the_sky,48,0,10,n't,nt,MINER,RB,r
miyazaki_castle_in_the_sky,48,0,11,we,we,MINER,PRP,x
miyazaki_castle_in_the_sky,49,0,0,Yes,yes,ASSAYIST,UH,x
miyazaki_castle_in_the_sky,49,3,0,Over,over,ASSAYIST,RB,r
miyazaki_castle_in_the_sky,49,3,1,again,again,ASSAYIST,RB,r
miyazaki_castle_in_the_sky,50,0,0,That,that,MINER,DT,x
miyazaki_castle_in_the_sky,50,0,1,'s,s,MINER,VBZ,v
miyazaki_castle_in_the_sky,50,0,2,it,it,MINER,PRP,x
miyazaki_castle_in_the_sky,51,0,0,Put,put,BOSS,VB,v
miyazaki_castle_in_the_sky,51,0,1,out,out,BOSS,RP,x
miyazaki_castle_in_the_sky,51,0,2,the,the,BOSS,DT,x
miyazaki_castle_in_the_sky,51,0,3,boiler,boiler,BOSS,NN,n
miyazaki_castle_in_the_sky,51,0,4,fire,fire,BOSS,NN,n
miyazaki_castle_in_the_sky,51,1,0,No,no,BOSS,DT,x
miyazaki_castle_in_the_sky,51,1,1,overtime,overtime,BOSS,NN,n
miyazaki_castle_in_the_sky,51,1,2,tonight,tonight,BOSS,NN,n
miyazaki_castle_in_the_sky,51,2,0,These,these,BOSS,DT,x
miyazaki_castle_in_the_sky,51,2,1,are,are,BOSS,VBP,v
miyazaki_castle_in_the_sky,51,2,2,hard,hard,BOSS,JJ,j
miyazaki_castle_in_the_sky,51,2,3,times,times,BOSS,NNS,n
miyazaki_castle_in_the_sky,51,2,4,we,we,BOSS,PRP,x
miyazaki_castle_in_the_sky,51,2,5,'ll,ll,BOSS,MD,x
miyazaki_castle_in_the_sky,51,2,6,end,end,BOSS,VB,v
miyazaki_castle_in_the_sky,51,2,7,up,up,BOSS,RP,x
miyazaki_castle_in_the_sky,51,2,8,starving,starving,BOSS,VBG,v
miyazaki_castle_in_the_sky,52,0,0,Pazu,pazu,BOSS,NNP,n
miyazaki_castle_in_the_sky,52,0,1,oil,oil,BOSS,NN,n
miyazaki_castle_in_the_sky,52,0,2,that,that,BOSS,IN,x
miyazaki_castle_in_the_sky,52,0,3,run-down,rundown,BOSS,JJ,j
miyazaki_castle_in_the_sky,52,0,4,engine,engine,BOSS,NN,n
miyazaki_castle_in_the_sky,53,0,0,Yes,yes,PAZU,UH,x
miyazaki_castle_in_the_sky,53,0,1,Sir,sir,PAZU,NNP,n
miyazaki_castle_in_the_sky,54,0,0,It,it,CHARLES,PRP,x
miyazaki_castle_in_the_sky,54,0,1,'s,s,CHARLES,VBZ,v
miyazaki_castle_in_the_sky,54,0,2,no,no,CHARLES,DT,x
miyazaki_castle_in_the_sky,54,0,3,use,use,CHARLES,NN,n
miyazaki_castle_in_the_sky,54,0,4,Mama,mama,CHARLES,NNP,n
miyazaki_castle_in_the_sky,54,1,0,We,we,CHARLES,PRP,x
miyazaki_castle_in_the_sky,54,1,1,ca,ca,CHARLES,MD,x
miyazaki_castle_in_the_sky,54,1,2,n't,nt,CHARLES,RB,r
miyazaki_castle_in_the_sky,54,1,3,find,find,CHARLES,VB,v
miyazaki_castle_in_the_sky,54,1,4,anything,anything,CHARLES,NN,n
miyazaki_castle_in_the_sky,54,1,5,in,in,CHARLES,IN,x
miyazaki_castle_in_the_sky,54,1,6,the,the,CHARLES,DT,x
miyazaki_castle_in_the_sky,54,1,7,dark,dark,CHARLES,NN,n
miyazaki_castle_in_the_sky,55,0,0,You,you,DORA,PRP,x
miyazaki_castle_in_the_sky,55,0,1,think,think,DORA,VBP,v
miyazaki_castle_in_the_sky,55,0,2,we,we,DORA,PRP,x
miyazaki_castle_in_the_sky,55,0,3,'ve,ve,DORA,VBP,v
miyazaki_castle_in_the_sky,55,0,4,searched,searched,DORA,VBN,v
miyazaki_castle_in_the_sky,55,0,5,thoroughly,thoroughly,DORA,RB,r
miyazaki_castle_in_the_sky,55,0,6,eh,eh,DORA,VB,v
miyazaki_castle_in_the_sky,56,0,0,There,there,DORA,EX,x
miyazaki_castle_in_the_sky,56,0,1,'s,s,DORA,VBZ,v
miyazaki_castle_in_the_sky,56,0,2,no,no,DORA,DT,x
miyazaki_castle_in_the_sky,56,0,3,evidence,evidence,DORA,NN,n
miyazaki_castle_in_the_sky,56,3,0,We,we,DORA,PRP,x
miyazaki_castle_in_the_sky,56,3,1,'ll,ll,DORA,MD,x
miyazaki_castle_in_the_sky,56,3,2,start,start,DORA,VB,v
miyazaki_castle_in_the_sky,56,3,3,afresh,afresh,DORA,NN,n
miyazaki_castle_in_the_sky,56,3,4,when,when,DORA,WRB,x
miyazaki_castle_in_the_sky,56,3,5,it,it,DORA,PRP,x
miyazaki_castle_in_the_sky,56,3,6,gets,gets,DORA,VBZ,v
miyazaki_castle_in_the_sky,56,3,7,light,light,DORA,JJ,j
miyazaki_castle_in_the_sky,57,0,0,Ah,ah,SHEETA,NN,n
miyazaki_castle_in_the_sky,58,0,0,Ha,ha,PAZU,NNP,n
miyazaki_castle_in_the_sky,58,0,1,ha,ha,PAZU,NN,n
miyazaki_castle_in_the_sky,58,0,2,ha,ha,PAZU,NN,n
miyazaki_castle_in_the_sky,58,3,0,Well,well,PAZU,RB,r
miyazaki_castle_in_the_sky,58,3,1,how,how,PAZU,WRB,x
miyazaki_castle_in_the_sky,58,3,2,do,do,PAZU,VBP,v
miyazaki_castle_in_the_sky,58,3,3,you,you,PAZU,PRP,x
miyazaki_castle_in_the_sky,58,3,4,feel,feel,PAZU,VB,v
miyazaki_castle_in_the_sky,58,4,0,Wah,wah,PAZU,NN,n
miyazaki_castle_in_the_sky,58,5,0,Hey,hey,PAZU,NNP,n
miyazaki_castle_in_the_sky,58,5,1,wait,wait,PAZU,NN,n
miyazaki_castle_in_the_sky,58,6,0,Wait,wait,PAZU,NNP,n
miyazaki_castle_in_the_sky,58,6,1,I,i,PAZU,PRP,x
miyazaki_castle_in_the_sky,58,6,2,said,said,PAZU,VBD,v
miyazaki_castle_in_the_sky,59,0,0,I,i,PAZU,PRP,x
miyazaki_castle_in_the_sky,59,0,1,'m,m,PAZU,VBP,v
miyazaki_castle_in_the_sky,59,0,2,Pazu,pazu,PAZU,NNP,n
miyazaki_castle_in_the_sky,59,1,0,I,i,PAZU,PRP,x
miyazaki_castle_in_the_sky,59,1,1,live,live,PAZU,VBP,v
miyazaki_castle_in_the_sky,59,1,2,alone,alone,PAZU,RB,r
miyazaki_castle_in_the_sky,59,1,3,in,in,PAZU,IN,x
miyazaki_castle_in_the_sky,59,1,4,this,this,PAZU,DT,x
miyazaki_castle_in_the_sky,59,1,5,hut,hut,PAZU,NN,n
miyazaki_castle_in_the_sky,59,2,0,When,when,PAZU,WRB,x
miyazaki_castle_in_the_sky,59,2,1,I,i,PAZU,PRP,x
miyazaki_castle_in_the_sky,59,2,2,'m,m,PAZU,VBP,v
miyazaki_castle_in_the_sky,59,2,3,done,done,PAZU,VBN,v
miyazaki_castle_in_the_sky,59,2,4,playing,playing,PAZU,NN,n
miyazaki_castle_in_the_sky,59,2,5,I,i,PAZU,PRP,x
miyazaki_castle_in_the_sky,59,2,6,give,give,PAZU,VBP,v
miyazaki_castle_in_the_sky,59,2,7,them,them,PAZU,PRP,x
miyazaki_castle_in_the_sky,59,2,8,this,this,PAZU,DT,x
miyazaki_castle_in_the_sky,60,0,0,Ha,ha,SHEETA,NNP,n
miyazaki_castle_in_the_sky,60,0,1,ha,ha,SHEETA,NN,n
miyazaki_castle_in_the_sky,60,0,2,ha,ha,SHEETA,NN,n
miyazaki_castle_in_the_sky,61,0,0,Heh,heh,PAZU,NNP,n
miyazaki_castle_in_the_sky,61,0,1,I,i,PAZU,PRP,x
miyazaki_castle_in_the_sky,61,0,2,'m,m,PAZU,VBP,v
miyazaki_castle_in_the_sky,61,0,3,relieved,relieved,PAZU,JJ,j
miyazaki_castle_in_the_sky,62,0,0,At,at,PAZU,IN,x
miyazaki_castle_in_the_sky,62,0,1,any,any,PAZU,DT,x
miyazaki_castle_in_the_sky,62,0,2,rate,rate,PAZU,NN,n
miyazaki_castle_in_the_sky,62,0,3,you,you,PAZU,PRP,x
miyazaki_castle_in_the_sky,62,0,4,look,look,PAZU,VBP,v
miyazaki_castle_in_the_sky,62,0,5,human,human,PAZU,JJ,j
miyazaki_castle_in_the_sky,62,1,0,Until,until,PAZU,IN,x
miyazaki_castle_in_the_sky,62,1,1,a,a,PAZU,DT,x
miyazaki_castle_in_the_sky,62,1,2,little,little,PAZU,JJ,j
miyazaki_castle_in_the_sky,62,1,3,while,while,PAZU,NN,n
miyazaki_castle_in_the_sky,62,1,4,ago,ago,PAZU,IN,x
miyazaki_castle_in_the_sky,62,1,5,I,i,PAZU,PRP,x
miyazaki_castle_in_the_sky,62,1,6,was,was,PAZU,VBD,v
miyazaki_castle_in_the_sky,62,1,7,worried,worried,PAZU,VBN,v
miyazaki_castle_in_the_sky,62,1,8,you,you,PAZU,PRP,x
miyazaki_castle_in_the_sky,62,1,9,were,were,PAZU,VBD,v
miyazaki_castle_in_the_sky,62,1,10,an,an,PAZU,DT,x
miyazaki_castle_in_the_sky,62,1,11,angel,angel,PAZU,NN,n
miyazaki_castle_in_the_sky,62,1,12,or,or,PAZU,CC,x
miyazaki_castle_in_the_sky,62,1,13,something,something,PAZU,NN,n
miyazaki_castle_in_the_sky,63,0,0,Thanks,thanks,SHEETA,NNS,n
miyazaki_castle_in_the_sky,63,0,1,for,for,SHEETA,IN,x
miyazaki_castle_in_the_sky,63,0,2,saving,saving,SHEETA,VBG,v
miyazaki_castle_in_the_sky,63,0,3,me,me,SHEETA,PRP,x
miyazaki_castle_in_the_sky,63,1,0,I,i,SHEETA,PRP,x
miyazaki_castle_in_the_sky,63,1,1,'m,m,SHEETA,VBP,v
miyazaki_castle_in_the_sky,63,1,2,Sheeta,sheeta,SHEETA,NNP,n
miyazaki_castle_in_the_sky,64,0,0,Sheeta,sheeta,PAZU,NNP,n
miyazaki_castle_in_the_sky,64,0,1,that,that,PAZU,WDT,x
miyazaki_castle_in_the_sky,64,0,2,'s,s,PAZU,VBZ,v
miyazaki_castle_in_the_sky,64,0,3,a,a,PAZU,DT,x
miyazaki_castle_in_the_sky,64,0,4,nice,nice,PAZU,JJ,j
miyazaki_castle_in_the_sky,64,0,5,name,name,PAZU,NN,n
miyazaki_castle_in_the_sky,64,1,0,I,i,PAZU,PRP,x
miyazaki_castle_in_the_sky,64,1,1,was,was,PAZU,VBD,v
