term_str,PC0,PC1,PC2,PC3,PC4
confident,-1.3000819933817263e-05,-2.2745920926980325e-05,-2.6010641014501424e-05,-2.4759270772886448e-05,3.248375467164585e-06
confidential,-1.0310919426322938e-05,-2.2826063759448474e-05,0.00010879576173084651,1.4648052819501154e-05,-3.167533546792437e-05
confiscate,-6.933013497566917e-06,-1.126901311688474e-05,-1.567677891901629e-05,-5.3955815789465e-06,4.849045299734206e-07
conflict,-5.642427208804352e-06,-9.974139249283243e-06,-1.2581648285484126e-05,-1.036648891901398e-05,-2.8113248700661777e-06
confuse,-5.642427208804352e-06,-9.974139249283243e-06,-1.2581648285484126e-05,-1.036648891901398e-05,-2.8113248700661777e-06
confused,-5.642427208804352e-06,-9.974139249283243e-06,-1.2581648285484126e-05,-1.036648891901398e-05,-2.8113248700661777e-06
congratulate,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
congratulations,-3.064361638328821e-05,-5.3261636547729326e-05,-7.112854839437546e-05,-7.456035612356008e-05,-3.511311730578451e-05
conquer,-7.701796971080249e-06,-1.3302071444386432e-05,-2.118298283289607e-05,-1.3966243667950595e-05,-3.9096045353798374e-05
consciousness,-5.642427208804352e-06,-9.974139249283243e-06,-1.2581648285484126e-05,-1.036648891901398e-05,-2.8113248700661777e-06
consensus,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
consent,-8.740419975390173e-06,-1.5985066980022623e-05,-2.5230472845474032e-05,-3.9275398979919814e-05,-6.820572682755698e-05
consider,-1.5196760232118048e-05,-2.5780301169280538e-05,-3.4277681745045166e-05,-3.522527367809801e-05,7.124933721349197e-06
considering,-6.148609829199116e-06,-1.0383340289635737e-05,-1.2227400575356544e-05,-9.699178155078256e-06,1.1494490171502262e-06
considers,-6.933013497566917e-06,-1.126901311688474e-05,-1.567677891901629e-05,-5.3955815789465e-06,4.849045299734206e-07
conspicuous,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
constance,-6.933013497566917e-06,-1.126901311688474e-05,-1.567677891901629e-05,-5.3955815789465e-06,4.849045299734206e-07
constantly,-8.740419975390173e-06,-1.5985066980022623e-05,-2.5230472845474032e-05,-3.9275398979919814e-05,-6.820572682755698e-05
constructed,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
construction,-5.7433540353581945e-05,-0.00010248083742349736,-0.00013371105096761672,-0.0001612667105903014,5.516456199395127e-05
consumed,-1.7707549891307644e-05,-3.4298474517379704e-05,3.408984656473133e-05,-2.6477289968294595e-05,-6.15836072157159e-05
consumes,-5.642427208804352e-06,-9.974139249283243e-06,-1.2581648285484126e-05,-1.036648891901398e-05,-2.8113248700661777e-06
contact,-1.705258509770031e-05,-2.8897156008847067e-05,-4.8671691506075344e-05,0.00010107395974153515,4.917904008950392e-06
contagion,-6.148609829199116e-06,-1.0383340289635737e-05,-1.2227400575356544e-05,-9.699178155078256e-06,1.1494490171502262e-06
contagious,-6.148609829199116e-06,-1.0383340289635737e-05,-1.2227400575356544e-05,-9.699178155078256e-06,1.1494490171502262e-06
container,-5.642427208804352e-06,-9.974139249283243e-06,-1.2581648285484126e-05,-1.036648891901398e-05,-2.8113248700661777e-06
contains,-9.260811473136898e-06,-1.6652504432408217e-05,-3.465533999120868e-05,0.00014786839378884208,5.6998877024992504e-06
contaminated,-6.148609829199116e-06,-1.0383340289635737e-05,-1.2227400575356544e-05,-9.699178155078256e-06,1.1494490171502262e-06
content,-8.740419975390173e-06,-1.5985066980022623e-05,-2.5230472845474032e-05,-3.9275398979919814e-05,-6.820572682755698e-05
contentment,-1.1991314478700102e-05,-1.919711303963962e-05,-2.8112479443661385e-05,-3.0208678337733182e-05,7.956372495121113e-06
contest,-1.1510447718035882e-05,-1.9807867241106845e-05,-2.4635720430527474e-05,-2.0642648974878834e-05,-5.388927284848236e-07
continue,-1.800204644301245e-05,-3.341831381008396e-05,1.1274390549387502e-05,1.5154922465446014e-05,-2.636527983195606e-05
continued,-1.4782603612025262e-05,-2.612650262923401e-05,-3.69517269247435e-05,-3.676614762127187e-05,-1.9188678982838188e-05
continues,-1.3304022613044617e-05,-2.3362130545490553e-05,-2.8004081486582284e-05,-2.3255751008888606e-05,-4.128143706126031e-06
continuing,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
continuity,-7.701796971080249e-06,-1.3302071444386432e-05,-2.118298283289607e-05,-1.3966243667950595e-05,-3.9096045353798374e-05
continuous,-6.148609829199116e-06,-1.0383340289635737e-05,-1.2227400575356544e-05,-9.699178155078256e-06,1.1494490171502262e-06
contract,-3.462522491875801e-05,-6.475298183501149e-05,4.6723781817262114e-05,-6.708870833635328e-05,0.00033025822687407784
contracted,-7.928414555517577e-06,-1.3576932814117509e-05,-1.7396337793241638e-05,-1.529887540016259e-05,7.386564149086249e-07
contracts,-7.928414555517577e-06,-1.3576932814117509e-05,-1.7396337793241638e-05,-1.529887540016259e-05,7.386564149086249e-07
contrail,-6.933013497566917e-06,-1.126901311688474e-05,-1.567677891901629e-05,-5.3955815789465e-06,4.849045299734206e-07
contrary,-8.740419975390173e-06,-1.5985066980022623e-05,-2.5230472845474032e-05,-3.9275398979919814e-05,-6.820572682755698e-05
contribute,-6.933013497566917e-06,-1.126901311688474e-05,-1.567677891901629e-05,-5.3955815789465e-06,4.849045299734206e-07
control,0.00014290279160962963,1.133930475030827e-05,2.6263809737294993e-05,-3.2745116670486984e-05,0.0001356023518543696
controlled,-1.0988909971580377e-05,-1.963316809909294e-05,-3.48302152692598e-05,0.00010138709348903198,2.1298831475686264e-06
controls,-8.267534381846718e-06,-1.620368610732571e-05,2.4208694940974476e-05,-1.8435669289962392e-05,0.00011209281574915771
convenient,-7.928414555517577e-06,-1.3576932814117509e-05,-1.7396337793241638e-05,-1.529887540016259e-05,7.386564149086249e-07
conversation,-9.516810277618436e-06,-1.630941890979553e-05,-1.846579255950825e-05,-1.5119973682359797e-05,8.652664613300786e-07
conversion,-7.928414555517577e-06,-1.3576932814117509e-05,-1.7396337793241638e-05,-1.529887540016259e-05,7.386564149086249e-07
convince,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
convinced,-8.230984194477592e-06,-1.4753919463583698e-05,-1.9287476532327646e-05,-2.3930846652193635e-05,8.714814004111074e-06
convincing,-8.146620737475113e-06,-1.3748616749657121e-05,-1.867009511959345e-05,-1.2801145038956248e-05,3.570480659636475e-06
convoy,-7.701796971080249e-06,-1.3302071444386432e-05,-2.118298283289607e-05,-1.3966243667950595e-05,-3.9096045353798374e-05
cook,-3.7007698494529184e-05,-6.682503764115324e-05,2.7101338281611866e-05,-5.389026417001373e-07,7.046749352874508e-06
cooked,-1.1991314478700102e-05,-1.919711303963962e-05,-2.8112479443661385e-05,-3.0208678337733182e-05,7.956372495121113e-06
cookies,-1.213644154962799e-05,-2.448696951672978e-05,7.120472599869694e-05,3.6490550348550413e-06,-2.2508276567880185e-05
cooking,-1.706491608833102e-05,-3.110720208917726e-05,3.794496793192756e-05,-1.2232354688793617e-05,-1.3561960063421669e-05
cool,0.00029328981828230624,4.0418475375812626e-05,-2.7425050187615026e-05,-2.5885574200676644e-05,8.433125174733844e-07
cooperate,-6.933013497566917e-06,-1.126901311688474e-05,-1.567677891901629e-05,-5.3955815789465e-06,4.849045299734206e-07
copy,-1.2161710535493724e-05,-2.0836056423227464e-05,-2.477253730253649e-05,-2.089956902259638e-05,1.1161341359825254e-06
corn,-0.0003634821744259985,0.0010774510476369798,9.416139766523342e-05,2.3413901592515158e-05,-3.210155408296574e-06
corner,-1.0662053538859219e-05,-1.8461546683853197e-05,-2.506919530111891e-05,-1.8266296422303804e-05,-2.8809767525748742e-05
cornered,-1.022956634883028e-05,-1.82332455895601e-05,-2.3498714002371364e-05,-2.528915633041564e-05,4.352940457891223e-06
corridor,-7.928414555517577e-06,-1.3576932814117509e-05,-1.7396337793241638e-05,-1.529887540016259e-05,7.386564149086249e-07
corvette,-3.850898485540707e-05,-6.651035722194218e-05,-0.00010591491416449632,-6.983121833976348e-05,-0.0001954802267690213
cosmetics,-6.148609829199116e-06,-1.0383340289635737e-05,-1.2227400575356544e-05,-9.699178155078256e-06,1.1494490171502262e-06
cost,-1.994263519653762e-05,-3.438193417299879e-05,-4.794735082579805e-05,-4.561230808790916e-05,-4.222673606833799e-05
costing,-8.267534381846718e-06,-1.620368610732571e-05,2.4208694940974476e-05,-1.8435669289962392e-05,0.00011209281574915771
costs,-6.758156667650127e-06,-1.173561085338378e-05,-1.2816040009493688e-05,-1.0806638821821616e-05,2.4031576469201507e-08
cottage,-1.213644154962799e-05,-2.448696951672978e-05,7.120472599869694e-05,3.6490550348550413e-06,-2.2508276567880185e-05
could,-0.0,0.0,0.0,0.0,0.0
couldn,-1.0310919426322938e-05,-2.2826063759448474e-05,0.00010879576173084651,1.4648052819501154e-05,-3.167533546792437e-05
counselor,-6.118293982773998e-05,-0.0001118954688601744,-0.0001766133099183434,-0.0002749277928594781,-0.0004774400877929671
count,-1.9321256933703107e-05,-3.575164081720313e-05,3.404566839595835e-05,-1.2459460306714195e-05,-1.734385415848956e-05
counting,-1.4166912810789049e-05,-2.471983014938202e-05,-3.138136618709484e-05,-2.6568103738649368e-05,-3.6012147492287874e-06
countless,-5.642427208804352e-06,-9.974139249283243e-06,-1.2581648285484126e-05,-1.036648891901398e-05,-2.8113248700661777e-06
countries,-2.079714874318577e-05,-3.5575835306086626e-05,-4.915839444000563e-05,-3.655761435646047e-05,-4.386847962139677e-05
country,-3.1462402859505187e-05,-5.355452087212004e-05,-7.552722951942759e-05,-1.755822471051534e-05,-3.172089247695016e-05
countryside,-1.9447061108233547e-05,-3.297944009454855e-05,-3.9874836259073977e-05,-3.273571345693021e-05,3.0872889527210514e-06
coup,-7.928414555517577e-06,-1.3576932814117509e-05,-1.7396337793241638e-05,-1.529887540016259e-05,7.386564149086249e-07
couple,-1.037970047536287e-05,-1.7667118513686998e-05,-2.1843077260020783e-05,-1.8432326412120574e-05,1.3921954182273158e-06
courage,-1.1763207559123718e-05,-2.4185244939362412e-05,7.094352128492269e-05,3.1570131327925783e-06,-2.5428755035231624e-05
courageous,-7.928414555517577e-06,-1.3576932814117509e-05,-1.7396337793241638e-05,-1.529887540016259e-05,7.386564149086249e-07
course,-7.851886750088898e-05,2.3671099246317393e-05,-3.819754681874098e-05,6.40116454915681e-05,-6.46149554299125e-05
courses,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
court,-2.9939457257230363e-05,-5.450082249379361e-05,-8.36918877486762e-05,-0.00012348267022225566,-0.00020323902925783164
courted,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
courtesy,-7.701796971080249e-06,-1.3302071444386432e-05,-2.118298283289607e-05,-1.3966243667950595e-05,-3.9096045353798374e-05
courtier,-1.7480839950781815e-05,-3.197013396004792e-05,-5.046094569095228e-05,-7.85507979598462e-05,-0.00013641145365512534
courtyard,-1.0310919426322938e-05,-2.2826063759448474e-05,0.00010879576173084651,1.4648052819501154e-05,-3.167533546792437e-05
cousin,-9.645741042459956e-06,-1.5965372851838048e-05,-2.0575159724583076e-05,-1.1130128108385491e-05,1.20509134788528e-06
cover,-2.1806795063402512e-05,-3.643735321475754e-05,-5.8676919511294883e-05,4.406173299705698e-05,1.5158980599667972e-05
coverage,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
covered,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
covering,-1.0521643631127834e-05,-1.9586274882857858e-05,1.1576776065900394e-06,-2.3796458721211634e-05,6.633219928010915e-05
coward,-1.848630740290726e-05,-3.753146577834554e-05,0.00011223057370251956,6.9666416612152935e-06,-3.4151934134263315e-05
cowardly,-1.9365968792316963e-05,-4.1016053665662404e-05,0.00015116412678314506,1.39577616900515e-05,-4.878457837035852e-05
cowboy,-6.933013497566917e-06,-1.126901311688474e-05,-1.567677891901629e-05,-5.3955815789465e-06,4.849045299734206e-07
coworkers,-6.148609829199116e-06,-1.0383340289635737e-05,-1.2227400575356544e-05,-9.699178155078256e-06,1.1494490171502262e-06
cowrie,-3.496167990156509e-05,-6.394026792009854e-05,-0.00010092189138190876,-0.000157101595919699,-0.00027282290731026206
cows,-9.645741042459956e-06,-1.5965372851838048e-05,-2.0575159724583076e-05,-1.1130128108385491e-05,1.20509134788528e-06
cozy,-7.928414555517577e-06,-1.3576932814117509e-05,-1.7396337793241638e-05,-1.529887540016259e-05,7.386564149086249e-07
crab,0.00013177448231584205,0.00024771311487004684,2.9055317430185417e-05,7.784526408463515e-06,-1.0263551014451536e-06
crack,-1.0637321244643162e-05,-2.2270213414548852e-05,7.310979060368658e-05,1.978038104284252e-06,-2.0142887256128975e-05
crackling,-6.758156667650127e-06,-1.173561085338378e-05,-1.2816040009493688e-05,-1.0806638821821616e-05,2.4031576469201507e-08
cramped,-1.8521622946275386e-05,-3.330500886481932e-05,-6.931067998242342e-05,0.0002957367875777097,1.1399775404999465e-05
cramps,-6.758156667650127e-06,-1.173561085338378e-05,-1.2816040009493688e-05,-1.0806638821821616e-05,2.4031576469201507e-08
crap,-6.933013497566917e-06,-1.126901311688474e-05,-1.567677891901629e-05,-5.3955815789465e-06,4.849045299734206e-07
crash,-1.931637553058594e-05,-3.4923722386487025e-05,8.186604623145834e-06,-1.7044748970581465e-05,-2.5514070977799064e-05
crashed,-1.2131497248074835e-05,-2.040325907910155e-05,-2.8652684021925767e-05,-1.6963208064164893e-05,-2.186677671663158e-05
crashlanded,-1.0310919426322938e-05,-2.2826063759448474e-05,0.00010879576173084651,1.4648052819501154e-05,-3.167533546792437e-05
crawl,-5.642427208804352e-06,-9.974139249283243e-06,-1.2581648285484126e-05,-1.036648891901398e-05,-2.8113248700661777e-06
crawling,-9.47931274427452e-06,-1.722600125843098e-05,-2.5714515778378864e-05,-3.778244415242036e-05,-4.7078588310430935e-05
crazy,2.4138193893170194e-05,-2.9213279964559724e-05,4.0775454013253074e-05,9.540759198919963e-05,-1.1474252635863022e-05
cream,-1.58508363950149e-05,-2.639540802891789e-05,-3.681854212781237e-05,-3.475125706710286e-05,1.001418766140662e-05
create,-1.1942090479478568e-05,-2.1958753208604772e-05,5.023094710374264e-06,-2.4874182212570498e-05,8.319633846260921e-05
creating,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
creative,-7.928414555517577e-06,-1.3576932814117509e-05,-1.7396337793241638e-05,-1.529887540016259e-05,7.386564149086249e-07
creator,-7.928414555517577e-06,-1.3576932814117509e-05,-1.7396337793241638e-05,-1.529887540016259e-05,7.386564149086249e-07
creature,0.0001957433598840595,4.3658952444374584e-05,4.587014948149819e-06,-5.3542468509692495e-06,2.778333373280335e-06
creatures,0.00014943755209868465,2.512083397788548e-05,-8.238082106209421e-06,-1.2235391124706362e-05,-1.5538834763051856e-06
credit,-1.8234310366351423e-05,-3.370541423834536e-05,-1.0592967107276792e-05,-4.8884391134756346e-05,9.550343412762186e-05
creek,-0.00018174108721299924,0.0005387255238184899,4.708069883261671e-05,1.1706950796257579e-05,-1.605077704148287e-06
creeps,-8.267534381846718e-06,-1.620368610732571e-05,2.4208694940974476e-05,-1.8435669289962392e-05,0.00011209281574915771
creepy,0.000394521279779595,9.275730957700454e-05,1.628484479083695e-05,-1.8857832489633414e-06,2.3437306675626265e-06
crew,-1.9591996125383103e-05,-3.4382974240104027e-05,-4.421388518822031e-05,-4.172115815928179e-05,-1.5162320298296747e-05
cried,-7.928414555517577e-06,-1.3576932814117509e-05,-1.7396337793241638e-05,-1.529887540016259e-05,7.386564149086249e-07
cries,-1.1284854417608704e-05,-1.9948278498566486e-05,-2.5163296570968253e-05,-2.073297783802796e-05,-5.6226497401323554e-06
crime,-1.4029607005701417e-05,-2.343655696646544e-05,-3.21931167113533e-05,-3.354757076065387e-05,7.618841753612619e-06
criminal,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
crimson,-1.3866026995135076e-05,-2.253802623377149e-05,-3.135355783803537e-05,-1.0791163157893955e-05,9.698090599469093e-07
crimsoncolored,-6.933013497566917e-06,-1.126901311688474e-05,-1.567677891901629e-05,-5.3955815789465e-06,4.849045299734206e-07
crispy,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
croaking,-1.1991314478700102e-05,-1.919711303963962e-05,-2.8112479443661385e-05,-3.0208678337733182e-05,7.956372495121113e-06
crone,-7.701796971080249e-06,-1.3302071444386432e-05,-2.118298283289607e-05,-1.3966243667950595e-05,-3.9096045353798374e-05
cross,-1.2615006854518428e-05,-2.304482383225066e-05,-5.577898718194144e-06,-2.496435823550142e-05,4.096796999928116e-05
crossed,-1.317729467713807e-05,-2.3729668321539185e-05,-3.897826270694242e-05,4.0948216109418306e-05,-2.8937653332644852e-05
crouch,-7.701796971080249e-06,-1.3302071444386432e-05,-2.118298283289607e-05,-1.3966243667950595e-05,-3.9096045353798374e-05
crow,-1.7569021155560635e-05,-3.4137324965031516e-05,6.132077937825676e-05,-5.135811762652894e-06,-2.3320383946960255e-05
crowd,-1.8644171362528354e-05,-3.32760515901297e-05,-4.9300156622484193e-05,-6.031110024587365e-05,-0.00010243151376100104
crowded,-9.284805468259871e-06,-1.6188878869198688e-05,-2.0110447954661932e-05,-1.8696878544237195e-05,1.5734093931239679e-06
crowds,-8.740419975390173e-06,-1.5985066980022623e-05,-2.5230472845474032e-05,-3.9275398979919814e-05,-6.820572682755698e-05
crows,-2.8100981188107527e-05,-4.7931159400452594e-05,-5.496334411806972e-05,-4.45433344095292e-05,3.425626457153841e-06
crucial,-5.642427208804352e-06,-9.974139249283243e-06,-1.2581648285484126e-05,-1.036648891901398e-05,-2.8113248700661777e-06
cruel,-1.5680117959781858e-05,-2.799482357427954e-05,-2.801749853953675e-05,2.2303819911196245e-05,1.3579633841648159e-05
cruiser,-1.1991314478700102e-05,-1.919711303963962e-05,-2.8112479443661385e-05,-3.0208678337733182e-05,7.956372495121113e-06
crumb,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
crumbled,-9.260811473136898e-06,-1.6652504432408217e-05,-3.465533999120868e-05,0.00014786839378884208,5.6998877024992504e-06
crush,-5.642427208804352e-06,-9.974139249283243e-06,-1.2581648285484126e-05,-1.036648891901398e-05,-2.8113248700661777e-06
cry,2.294347704709354e-05,4.3838717624157556e-05,1.7072957203369007e-06,-6.877256167606321e-06,3.1940703062487286e-05
crybaby,-8.267534381846718e-06,-1.620368610732571e-05,2.4208694940974476e-05,-1.8435669289962392e-05,0.00011209281574915771
crying,3.363558699793691e-05,6.32340349420096e-05,2.2959958417166297e-05,-1.989227405205882e-05,-1.750129220108387e-05
crystal,-1.0988909971580377e-05,-1.963316809909294e-05,-3.48302152692598e-05,0.00010138709348903198,2.1298831475686264e-06
crystals,-7.701796971080249e-06,-1.3302071444386432e-05,-2.118298283289607e-05,-1.3966243667950595e-05,-3.9096045353798374e-05
cub,-1.7817163623476512e-05,-3.156590731748527e-05,-4.4062541819282494e-05,-4.558885807425047e-05,-1.597574290383882e-05
cubs,-4.1154920972393304e-05,-7.376959731792814e-05,-9.643738266165091e-05,-0.00011965423326098357,4.357407002056066e-05
cuddle,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
cult,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
cunning,-1.0310919426322938e-05,-2.2826063759448474e-05,0.00010879576173084651,1.4648052819501154e-05,-3.167533546792437e-05
cup,0.0001885537984434591,3.247993300980692e-05,-1.1420730607429655e-05,-4.488405569957758e-06,2.804864555594144e-07
cupped,-6.758156667650127e-06,-1.173561085338378e-05,-1.2816040009493688e-05,-1.0806638821821616e-05,2.4031576469201507e-08
cure,-1.6488336042013943e-05,-2.9128811901496713e-05,-4.728148248451001e-05,6.605801559324798e-05,-2.2775681178010006e-05
cures,-7.928414555517577e-06,-1.3576932814117509e-05,-1.7396337793241638e-05,-1.529887540016259e-05,7.386564149086249e-07
curious,-1.2101920644319414e-05,-2.0751726269108426e-05,-2.5142573893586693e-05,-2.3126097497782426e-05,4.908029613491455e-06
current,-7.195006337380369e-06,-1.2793840901311246e-05,-1.6387899107835544e-05,-1.6466445877440998e-05,1.1400043788932677e-06
currents,-7.701796971080249e-06,-1.3302071444386432e-05,-2.118298283289607e-05,-1.3966243667950595e-05,-3.9096045353798374e-05
curse,-7.454417650296945e-05,-0.0001429748151645392,0.00016671703253979227,-5.5281206352395107e-05,-4.309342398854035e-05
cursed,-2.4173379295650146e-05,-4.208522408570601e-05,-5.348564816089544e-05,-4.5492472052837104e-05,-5.129497798353407e-06
curses,-2.0084100210985905e-05,-3.889411736548942e-05,5.23893528583204e-05,-1.2130457716142414e-05,-2.95746184354416e-05
curtain,-1.0310919426322938e-05,-2.2826063759448474e-05,0.00010879576173084651,1.4648052819501154e-05,-3.167533546792437e-05
curtis,-0.00014559328344892884,-0.0002366492754546177,-0.0003292123572993952,-0.00011330721315789473,1.0182995129443343e-05
curve,-1.5602856225982704e-05,-2.700619703386016e-05,-3.34188490883763e-05,-3.1152511455436734e-05,3.419813753889402e-06
cushions,-8.267534381846718e-06,-1.620368610732571e-05,2.4208694940974476e-05,-1.8435669289962392e-05,0.00011209281574915771
custom,-2.2855765388016587e-05,-4.087970937909577e-05,-5.610722788765176e-05,-7.385602771880318e-05,-0.00010054760939069112
customer,-4.110119493679492e-05,-7.855763503080642e-05,9.010525240793423e-05,-5.9725930154101896e-05,0.0002432858298418626
customers,-2.710174786587184e-05,-5.2520711038112705e-05,8.827337247279587e-05,-1.74966956392537e-05,2.352280579158578e-05
cut,8.20645957309332e-05,-5.826396057069604e-06,1.8690178201914568e-05,-8.23878913777846e-07,-1.4141557768744285e-05
cute,7.698795092483758e-05,3.386136329790312e-05,1.0287169343806869e-05,-1.3419901168951146e-05,-1.636563488756497e-05
cuter,0.00026958404360068357,6.658754481846307e-05,1.5864680906217585e-05,4.703955265262531e-06,-5.894113130308773e-07
cutter,-3.496167990156509e-05,-6.394026792009854e-05,-0.00010092189138190876,-0.000157101595919699,-0.00027282290731026206
cygnus,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
d,-0.0,0.0,0.0,0.0,0.0
dad,-0.0001183598177206961,-9.57371338039419e-05,-6.122085520173335e-05,-0.0002503750655349388,0.0003369553981551497
daddy,-2.8087598522285784e-05,-5.15080004349145e-05,-2.913361513539896e-05,-8.832347932771007e-05,1.2448916084935057e-05
dads,-6.148609829199116e-06,-1.0383340289635737e-05,-1.2227400575356544e-05,-9.699178155078256e-06,1.1494490171502262e-06
daffy,-9.260811473136898e-06,-1.6652504432408217e-05,-3.465533999120868e-05,0.00014786839378884208,5.6998877024992504e-06
daikon,-1.2297219658398232e-05,-2.0766680579271475e-05,-2.445480115071309e-05,-1.9398356310156513e-05,2.2988980343004523e-06
daily,-5.9389136728798134e-05,0.00014607362329540014,6.307405437257313e-07,-9.875553958634131e-06,2.08904076231653e-06
daimyo,-1.2346476291717726e-05,-2.213087919537796e-05,-2.8931214798494673e-05,-3.589626997829423e-05,1.3072221006167883e-05
damage,-1.2924533966200329e-05,-2.422652737137806e-05,-7.702838585090464e-06,9.543727959064452e-05,8.685450465930198e-05
damn,-6.123318109465147e-05,-0.0001047946851559986,-0.0001650253321957967,0.000216226161695344,1.3653592621237649e-05
damned,-2.2569708835218678e-05,-3.989655699713522e-05,-5.032659314193929e-05,-4.1465955676058245e-05,-1.1245299480265316e-05
damp,-5.1554597131617015e-05,-0.00011413031879724752,0.0005439788086542575,7.32402640975091e-05,-0.00015837667733962913
dance,-1.5924065477099124e-05,-2.9012597828613114e-05,-4.4318216662221914e-05,-6.674217785186603e-05,-9.737011269985985e-05
danced,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
dancin,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
dancing,-1.2346476291717726e-05,-2.213087919537796e-05,-2.8931214798494673e-05,-3.589626997829423e-05,1.3072221006167883e-05
dandy,-6.148609829199116e-06,-1.0383340289635737e-05,-1.2227400575356544e-05,-9.699178155078256e-06,1.1494490171502262e-06
danger,-2.1977819943162307e-05,-3.926633619818868e-05,-6.966043053852555e-05,0.00020277418697808936,4.25976629513822e-06
dangerous,1.1467491078087534e-05,2.1128108622659466e-05,4.600502105715788e-05,-1.777877744729552e-05,2.5185553283879216e-05
dare,-8.146620737475113e-06,-1.3748616749657121e-05,-1.867009511959345e-05,-1.2801145038956248e-05,3.570480659636475e-06
daredevil,-6.933013497566917e-06,-1.126901311688474e-05,-1.567677891901629e-05,-5.3955815789465e-06,4.849045299734206e-07
dares,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
dark,-1.5438832865898126e-05,0.00011917151112960624,-4.9516544330609294e-08,8.898041787941074e-05,1.2553841469497104e-05
darker,-5.642427208804352e-06,-9.974139249283243e-06,-1.2581648285484126e-05,-1.036648891901398e-05,-2.8113248700661777e-06
darkness,-1.3698831553743693e-05,-2.877860421164756e-05,9.807089796909202e-05,-2.7928007655948944e-06,5.9295866476501694e-05
darling,-2.057262048823552e-05,-3.5472277858022664e-05,-4.559240817602459e-05,-4.266460912212708e-05,4.846882031939792e-06
darn,-0.00013854055547577788,0.00038957335468444213,2.569909567547636e-05,1.4804320905128202e-06,-3.3595802420836516e-07
darts,-5.642427208804352e-06,-9.974139249283243e-06,-1.2581648285484126e-05,-1.036648891901398e-05,-2.8113248700661777e-06
dashed,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
dashing,-4.115492097238796e-06,-7.376959731791849e-06,-9.643738266163823e-06,-1.1965423326096818e-05,4.357407002055537e-06
data,-1.5856829111035153e-05,-2.7153865628235018e-05,-3.4792675586483276e-05,-3.059775080032518e-05,1.4773128298172499e-06
date,-1.1991314478700102e-05,-1.919711303963962e-05,-2.8112479443661385e-05,-3.0208678337733182e-05,7.956372495121113e-06
daughter,6.0431299057793033e-05,-2.6398869855839116e-05,-1.6248460903761403e-05,-6.0178257645993596e-05,-7.665086653374426e-05
daughters,-6.933013497566917e-06,-1.126901311688474e-05,-1.567677891901629e-05,-5.3955815789465e-06,4.849045299734206e-07
dawn,-1.3194792959350176e-05,-2.330680372764859e-05,-3.993744433466818e-05,7.210904232469674e-05,-2.1134681793121334e-05
dawned,-8.740419975390173e-06,-1.5985066980022623e-05,-2.5230472845474032e-05,-3.9275398979919814e-05,-6.820572682755698e-05
dawning,-5.642427208804352e-06,-9.974139249283243e-06,-1.2581648285484126e-05,-1.036648891901398e-05,-2.8113248700661777e-06
day,-2.7151821949040075e-05,3.6262607895316576e-05,2.2112756784567303e-06,-7.586482410561641e-06,-6.27187693335281e-06
